#{"t_start": 1783721429.796538, "env_id": "SpaceInvaders-v0"}
r,l,t
7.0,644,5166.878343
16.0,834,5167.707805
37.0,1865,5169.497348
27.0,1211,5170.673184
23.0,1043,5171.697304
25.0,1131,5172.822201
31.0,1287,5174.092174
5.0,414,5174.507091
9.0,562,5175.096825
32.0,1598,5176.638884
19.0,1066,5177.683737
15.0,898,5178.579986
19.0,781,5179.355872
33.0,1371,5180.679028
13.0,729,5181.402946
33.0,1336,5182.688247
15.0,672,5183.334057
29.0,1410,5184.682763
25.0,1283,5185.988192
30.0,1294,5187.293061
34.0,1509,5188.722282
19.0,1078,5189.807417
21.0,981,5190.810547
11.0,770,5191.574957
16.0,792,5192.35975
21.0,887,5193.220494
16.0,842,5194.0514
13.0,595,5194.649483
8.0,566,5195.198673
16.0,828,5196.00435
14.0,826,5196.794848
31.0,1244,5198.033858
19.0,908,5198.962968
3.0,354,5199.313715
19.0,887,5200.227457
30.0,1252,5201.453881
18.0,954,5202.399233
19.0,1043,5203.403571
5.0,478,5203.870495
17.0,966,5204.822332
31.0,1580,5206.385457
13.0,677,5207.037958
16.0,739,5207.77926
3.0,490,5208.266155
25.0,1285,5209.538126
5.0,380,5209.922347
12.0,840,5210.812505
22.0,1222,5212.112912
17.0,1084,5213.246279
31.0,1290,5214.534827
23.0,821,5215.376791
18.0,769,5216.155481
11.0,549,5216.741362
30.0,1288,5218.040354
15.0,859,5218.883395
25.0,976,5219.846324
31.0,1471,5221.28155
13.0,657,5221.936554
32.0,1595,5223.498156
19.0,1006,5224.511487
16.0,667,5225.210044
6.0,343,5225.566566
8.0,771,5226.344193
27.0,1231,5227.583652
9.0,488,5228.065132
22.0,1033,5229.06796
19.0,952,5229.990234
24.0,1105,5231.056054
29.0,1584,5232.601054
17.0,843,5233.421663
21.0,1122,5234.528517
25.0,1109,5235.630359
27.0,1278,5236.915784
20.0,798,5237.730179
23.0,926,5238.673159
20.0,867,5239.541562
23.0,1142,5240.67146
15.0,664,5241.341309
32.0,1546,5242.832049
19.0,885,5243.718245
32.0,1437,5245.084835
12.0,659,5245.726471
13.0,624,5246.357138
28.0,947,5247.304434
25.0,1045,5248.339113
26.0,1123,5249.482751
24.0,1053,5250.561078
17.0,855,5251.40087
6.0,434,5251.82338
33.0,1348,5253.111809
16.0,742,5253.863883
12.0,660,5254.508997
21.0,1129,5255.639688
9.0,508,5256.14126
11.0,528,5256.660592
18.0,865,5257.52294
21.0,974,5258.469736
7.0,617,5259.068593
13.0,664,5259.723221
5.0,379,5260.091368
25.0,1197,5261.317255
30.0,1385,5262.716463
20.0,857,5263.606159
2.0,517,5264.114143
24.0,1073,5265.185276
29.0,1239,5266.402122
21.0,1209,5267.571521
25.0,1340,5268.858531
8.0,368,5269.215791
29.0,1208,5270.369819
16.0,720,5271.06956
20.0,909,5271.951881
32.0,1696,5273.60683
15.0,1006,5274.685532
35.0,1539,5276.248672
23.0,997,5277.245244
14.0,731,5277.997869
27.0,1017,5278.996979
6.0,456,5279.449242
5.0,400,5279.841356
18.0,901,5280.719647
25.0,1270,5281.935282
8.0,601,5282.51352
4.0,397,5282.890926
25.0,905,5283.777551
25.0,956,5284.699938
35.0,1374,5286.007873
30.0,1299,5287.271768
25.0,908,5288.191154
7.0,562,5288.77405
13.0,819,5289.596701
27.0,1156,5290.731673
25.0,1156,5291.820715
19.0,876,5292.675157
21.0,982,5293.640438
26.0,1106,5294.677357
22.0,909,5295.574744
21.0,1007,5296.555556
21.0,966,5297.490965
18.0,979,5298.443059
26.0,1158,5299.567341
27.0,1112,5300.674297
13.0,1011,5301.697202
26.0,941,5302.63295
16.0,1053,5303.685749
32.0,1686,5305.254633
26.0,1001,5306.219589
26.0,1189,5307.399786
25.0,1131,5308.5041
9.0,405,5308.918044
21.0,1153,5310.035195
17.0,665,5310.678878
19.0,990,5311.665458
21.0,820,5312.469731
7.0,467,5312.934333
15.0,982,5313.949929
10.0,518,5314.464409
9.0,833,5315.287831
8.0,576,5315.866039
21.0,948,5316.785459
31.0,1333,5318.085909
17.0,795,5318.86523
30.0,1342,5320.147227
18.0,986,5321.134502
20.0,804,5321.940751
20.0,929,5322.843922
26.0,1067,5323.883942
13.0,667,5324.544477
17.0,979,5325.508982
27.0,1117,5326.647063
9.0,638,5327.307151
13.0,532,5327.823235
14.0,793,5328.613082
18.0,889,5329.463259
24.0,938,5330.353339
12.0,850,5331.181163
21.0,1021,5332.162931
21.0,876,5333.033112
26.0,1040,5334.04623
23.0,1130,5335.162368
22.0,1054,5336.208918
21.0,1185,5337.399102
15.0,965,5338.390895
9.0,447,5338.846515
21.0,989,5339.867998
13.0,917,5340.775994
31.0,1357,5342.067832
27.0,1140,5343.171243
27.0,1138,5344.264135
12.0,725,5344.970748
28.0,1323,5346.252634
19.0,769,5347.014511
13.0,742,5347.753266
33.0,1311,5349.028596
30.0,1245,5350.256694
26.0,1332,5351.603932
24.0,1239,5352.820184
18.0,857,5353.646167
28.0,1140,5354.716432
28.0,1270,5355.915991
12.0,527,5356.441894
15.0,838,5357.265147
18.0,796,5358.031083
29.0,1421,5359.389789
21.0,889,5360.26312
22.0,931,5361.201043
31.0,1438,5362.613273
27.0,961,5363.584373
5.0,359,5363.95518
23.0,1151,5365.11011
8.0,579,5365.691585
23.0,1047,5366.710837
10.0,627,5367.311088
32.0,1466,5368.707984
31.0,1226,5369.88605
29.0,1228,5371.078058
16.0,878,5371.962048
18.0,1207,5373.145252
30.0,1171,5374.3732
9.0,487,5374.88795
29.0,1246,5376.166041
25.0,1020,5377.257308
19.0,831,5378.101904
16.0,973,5379.091177
18.0,786,5379.902222
14.0,659,5380.568461
30.0,1430,5381.924869
25.0,1407,5383.290257
20.0,971,5384.250811
26.0,975,5385.200097
23.0,919,5386.124654
15.0,652,5386.752672
23.0,978,5387.719246
13.0,829,5388.563168
20.0,938,5389.545117
27.0,1609,5391.15303
36.0,1317,5392.466382
28.0,1450,5393.89565
14.0,678,5394.576196
12.0,657,5395.225089
27.0,1284,5396.485248
32.0,1451,5397.854502
16.0,620,5398.491317
25.0,1033,5399.520759
27.0,1221,5400.733806
15.0,689,5401.437654
27.0,1001,5402.441556
28.0,1523,5403.973443
27.0,1242,5405.191609
7.0,499,5405.697
7.0,586,5406.28142
12.0,891,5407.15161
18.0,845,5407.977651
25.0,966,5408.900201
15.0,758,5409.642174
30.0,1126,5410.73669
12.0,670,5411.398271
11.0,530,5411.923282
27.0,1222,5413.113757
16.0,663,5413.778703
18.0,838,5414.664984
32.0,1433,5416.098279
32.0,1242,5417.274411
25.0,1013,5418.283944
34.0,1496,5419.718959
32.0,1551,5421.200851
9.0,697,5421.870306
20.0,814,5422.67033
35.0,1267,5423.865504
19.0,935,5424.795254
23.0,1349,5426.149228
28.0,979,5427.14024
30.0,1526,5428.638603
31.0,1307,5429.888787
7.0,462,5430.343976
32.0,1237,5431.554351
8.0,691,5432.230425
29.0,1263,5433.431916
20.0,972,5434.382208
14.0,859,5435.25253
20.0,1127,5436.368596
7.0,442,5436.805585
22.0,890,5437.681596
17.0,1124,5438.842108
16.0,897,5439.775105
20.0,954,5440.756018
32.0,1846,5442.571607
35.0,1563,5444.091022
29.0,1244,5445.323066
32.0,1528,5446.774383
29.0,1184,5447.913596
29.0,1354,5449.258
19.0,1173,5450.426663
33.0,1329,5451.736629
31.0,1333,5453.075462
34.0,1461,5454.533343
27.0,1081,5455.611369
35.0,1619,5457.149148
10.0,798,5457.932414
29.0,1382,5459.269009
35.0,1775,5460.929091
25.0,1233,5462.153255
17.0,690,5462.862302
23.0,1029,5463.887467
14.0,620,5464.523365
14.0,661,5465.204298
23.0,1029,5466.270621
24.0,1144,5467.401264
12.0,663,5468.056289
18.0,1018,5469.079161
12.0,679,5469.747258
19.0,741,5470.475318
34.0,1332,5471.737864
21.0,1034,5472.754841
21.0,958,5473.726282
11.0,664,5474.387668
37.0,1461,5475.764651
26.0,1138,5476.912356
21.0,1084,5478.019705
21.0,931,5478.990471
15.0,928,5479.932005
30.0,1372,5481.251137
15.0,705,5481.96223
29.0,1237,5483.149879
9.0,498,5483.637676
19.0,831,5484.45458
19.0,934,5485.396746
20.0,979,5486.329552
28.0,1253,5487.558383
34.0,1613,5489.121336
13.0,900,5490.07481
4.0,371,5490.460573
19.0,1150,5491.640793
31.0,1428,5493.024592
8.0,616,5493.635155
32.0,1066,5494.684807
33.0,1303,5495.938238
19.0,1198,5497.115801
27.0,1147,5498.210894
25.0,1439,5499.59732
5.0,545,5500.116823
42.0,1608,5501.659918
10.0,747,5502.437937
6.0,465,5502.919162
18.0,659,5503.59815
34.0,1399,5504.999462
16.0,784,5505.782363
13.0,922,5506.683607
24.0,867,5507.512752
20.0,1003,5508.5062
22.0,878,5509.364051
32.0,1319,5510.634698
33.0,1467,5512.052092
33.0,1416,5513.419533
30.0,1324,5514.695802
15.0,803,5515.507798
29.0,1092,5516.630454
27.0,1107,5517.73162
42.0,1732,5519.427038
31.0,1273,5520.643577
29.0,959,5521.576122
30.0,970,5522.532643
25.0,1051,5523.579329
22.0,943,5524.496526
9.0,581,5525.060999
28.0,1321,5526.328695
18.0,956,5527.288975
31.0,1385,5528.66011
22.0,1144,5529.856039
5.0,415,5530.260448
20.0,1065,5531.340841
34.0,1725,5533.013151
22.0,1074,5534.104733
10.0,585,5534.686052
19.0,833,5535.537155
26.0,1182,5536.765076
5.0,382,5537.144424
21.0,729,5537.873128
6.0,439,5538.322027
32.0,1365,5539.670164
23.0,1364,5541.100169
19.0,1228,5542.432959
14.0,714,5543.148588
13.0,845,5544.008829
23.0,1323,5545.318784
34.0,1465,5546.761832
26.0,1383,5548.114306
13.0,626,5548.733884
7.0,388,5549.11163
23.0,1081,5550.158178
19.0,1041,5551.18224
22.0,1104,5552.288145
23.0,1038,5553.298401
4.0,395,5553.701804
10.0,565,5554.295901
6.0,375,5554.681008
14.0,683,5555.366478
24.0,923,5556.285855
29.0,1106,5557.366087
13.0,735,5558.083956
22.0,760,5558.841618
34.0,1346,5560.143649
6.0,414,5560.549033
9.0,599,5561.167173
22.0,976,5562.12829
7.0,511,5562.697418
10.0,542,5563.239513
5.0,335,5563.572096
26.0,1271,5564.827487
14.0,800,5565.655991
21.0,1153,5566.85368
22.0,1026,5567.905555
9.0,570,5568.466507
18.0,921,5569.377293
28.0,1223,5570.574456
9.0,583,5571.15869
24.0,1335,5572.492918
24.0,808,5573.305845
31.0,1296,5574.563363
30.0,1580,5576.093133
6.0,687,5576.767655
8.0,513,5577.28164
24.0,1229,5578.511893
8.0,522,5579.055576
20.0,1030,5580.106624
29.0,1236,5581.34399
5.0,462,5581.79426
12.0,764,5582.561585
4.0,413,5582.963738
5.0,364,5583.308557
6.0,430,5583.734257
29.0,1282,5584.96944
21.0,968,5585.946986
23.0,985,5586.942525
14.0,826,5587.78561
35.0,1475,5589.21928
21.0,1029,5590.262637
10.0,466,5590.746664
24.0,1265,5592.024794
29.0,1355,5593.472288
35.0,1717,5595.187801
32.0,1318,5596.517876
33.0,1307,5597.870095
30.0,1379,5599.266683
24.0,849,5600.150243
13.0,640,5600.810791
14.0,653,5601.494716
27.0,1262,5602.80096
28.0,1383,5604.251506
4.0,498,5604.788161
23.0,973,5605.832911
21.0,870,5606.74153
27.0,1243,5608.034039
7.0,508,5608.555723
34.0,1703,5610.221941
17.0,753,5610.982388
24.0,930,5611.923566
12.0,624,5612.581863
9.0,569,5613.16824
33.0,1300,5614.489018
33.0,1691,5616.193499
18.0,923,5617.166698
21.0,822,5618.051284
20.0,1082,5619.171095
24.0,949,5620.13521
28.0,1354,5621.499047
21.0,810,5622.310759
29.0,1169,5623.477632
26.0,1317,5624.744414
33.0,1288,5625.981812
23.0,901,5626.869392
33.0,1323,5628.149503
19.0,938,5629.120679
10.0,672,5629.813632
20.0,828,5630.657981
24.0,993,5631.664869
25.0,962,5632.612961
29.0,1378,5633.950101
12.0,653,5634.600878
12.0,833,5635.421654
22.0,1036,5636.442487
11.0,701,5637.145749
24.0,984,5638.136356
22.0,912,5639.041705
17.0,1073,5640.109805
16.0,765,5640.864033
24.0,982,5641.866255
17.0,759,5642.647079
7.0,371,5643.042531
11.0,595,5643.678348
22.0,876,5644.556859
29.0,1541,5646.074365
7.0,478,5646.548865
12.0,503,5647.052273
14.0,626,5647.693581
14.0,929,5648.633313
17.0,763,5649.412117
22.0,1222,5650.657732
5.0,391,5651.049166
26.0,1221,5652.238929
32.0,1341,5653.504581
35.0,1368,5654.874029
20.0,1003,5655.892761
27.0,986,5656.877133
30.0,1322,5658.140387
22.0,1058,5659.171516
11.0,599,5659.741094
20.0,1125,5660.838587
20.0,1085,5661.918267
10.0,511,5662.42166
11.0,583,5663.004623
29.0,1388,5664.315881
33.0,1519,5665.778519
10.0,627,5666.394715
19.0,1040,5667.432888
13.0,614,5668.047987
23.0,1174,5669.220212
31.0,1615,5670.792515
29.0,1142,5671.890395
31.0,1367,5673.215033
15.0,688,5673.899974
9.0,502,5674.389876
16.0,772,5675.145587
27.0,1251,5676.380281
14.0,708,5677.092207
10.0,624,5677.712211
14.0,871,5678.57544
33.0,1233,5679.781481
13.0,630,5680.408532
25.0,1005,5681.415269
30.0,1503,5682.858988
13.0,558,5683.394064
30.0,1311,5684.64466
23.0,989,5685.589282
22.0,1137,5686.683662
13.0,702,5687.371183
26.0,1013,5688.365549
11.0,614,5688.978118
29.0,1352,5690.267162
27.0,1214,5691.447663
2.0,345,5691.773056
22.0,1009,5692.810625
8.0,558,5693.400678
13.0,552,5693.989078
17.0,1062,5695.044312
14.0,578,5695.620924
8.0,598,5696.206435
31.0,1349,5697.515469
7.0,471,5697.970443
11.0,508,5698.477144
12.0,692,5699.154167
13.0,816,5699.953175
19.0,1111,5701.058404
11.0,635,5701.68266
6.0,573,5702.248057
8.0,408,5702.660655
23.0,957,5703.613497
32.0,1459,5705.05018
6.0,456,5705.513549
23.0,1203,5706.740688
27.0,1057,5707.789851
20.0,1050,5708.811211
14.0,654,5709.471066
18.0,915,5710.391979
22.0,942,5711.319696
33.0,1349,5712.603213
22.0,931,5713.528369
33.0,1402,5714.869508
35.0,1658,5716.457133
31.0,1430,5717.861299
30.0,1182,5719.043625
20.0,769,5719.848831
14.0,740,5720.584664
24.0,962,5721.531579
5.0,427,5721.953614
17.0,643,5722.584949
20.0,1037,5723.614738
19.0,790,5724.405611
21.0,1011,5725.429933
25.0,971,5726.395923
6.0,514,5726.895996
23.0,997,5727.872298
24.0,834,5728.693918
25.0,1229,5729.905797
14.0,725,5730.656574
29.0,1033,5731.717319
24.0,1234,5732.96938
9.0,510,5733.47402
23.0,862,5734.334403
12.0,826,5735.157943
35.0,1545,5736.681177
14.0,735,5737.432507
27.0,1251,5738.673002
30.0,1576,5740.199339
25.0,1513,5741.686483
22.0,1015,5742.732389
31.0,1237,5743.97196
22.0,1047,5745.087234
20.0,862,5745.964939
32.0,1302,5747.263502
4.0,400,5747.667844
12.0,761,5748.430971
9.0,632,5749.065475
20.0,974,5750.055041
44.0,1987,5752.013358
30.0,1266,5753.227256
19.0,992,5754.230241
21.0,746,5754.987311
31.0,1358,5756.344267
21.0,974,5757.374236
16.0,807,5758.228565
29.0,1476,5759.679236
33.0,1340,5760.999683
21.0,967,5761.980502
11.0,624,5762.613357
29.0,1288,5763.920606
12.0,643,5764.600162
17.0,678,5765.289495
29.0,1449,5766.790285
16.0,887,5767.704611
18.0,759,5768.527157
21.0,875,5769.424238
17.0,880,5770.356464
26.0,1039,5771.388804
12.0,719,5772.121454
23.0,952,5773.084215
12.0,890,5773.99556
7.0,450,5774.461108
16.0,855,5775.351152
31.0,1308,5776.647082
19.0,826,5777.494679
28.0,1349,5778.84198
24.0,1146,5780.008929
22.0,863,5780.89411
12.0,588,5781.493396
20.0,924,5782.437911
15.0,982,5783.462494
20.0,1020,5784.48291
32.0,1350,5785.783184
2.0,390,5786.15692
31.0,1260,5787.383958
34.0,1474,5788.836993
23.0,1329,5790.173692
26.0,1380,5791.525874
31.0,1362,5792.895412
60.0,2439,5795.390366
24.0,1034,5796.43578
10.0,851,5797.279808
14.0,729,5797.982995
16.0,705,5798.691182
34.0,1363,5800.017731
25.0,962,5800.986566
15.0,885,5801.880948
27.0,1077,5802.968518
25.0,1155,5804.119531
10.0,576,5804.696797
20.0,896,5805.618001
23.0,1306,5806.990908
19.0,1062,5808.110364
21.0,1005,5809.130739
28.0,1162,5810.277986
25.0,947,5811.227601
5.0,475,5811.702653
14.0,660,5812.374837
22.0,850,5813.206942
27.0,1005,5814.218653
28.0,1120,5815.34527
24.0,1614,5816.938112
27.0,1067,5817.980173
35.0,1314,5819.266242
5.0,578,5819.844633
26.0,1170,5821.073293
28.0,1165,5822.221186
9.0,557,5822.789633
19.0,987,5823.783484
8.0,572,5824.371393
23.0,887,5825.261979
18.0,962,5826.218837
39.0,1678,5827.832457
11.0,663,5828.497435
20.0,942,5829.439502
7.0,404,5829.858036
29.0,1192,5831.029914
17.0,798,5831.857749
34.0,1601,5833.462541
32.0,1227,5834.695789
24.0,1105,5835.785831
27.0,1121,5836.89316
29.0,1146,5838.005905
35.0,1619,5839.527809
22.0,841,5840.35855
19.0,953,5841.299283
21.0,918,5842.218869
15.0,896,5843.118536
23.0,1003,5844.124053
20.0,808,5844.963806
13.0,834,5845.868501
31.0,1349,5847.212893
23.0,891,5848.097929
8.0,823,5848.924286
36.0,1355,5850.234688
15.0,912,5851.146507
15.0,679,5851.823108
28.0,1146,5852.965189
31.0,1187,5854.127185
16.0,860,5854.996457
22.0,999,5855.985419
14.0,928,5856.938754
18.0,866,5857.806133
33.0,1341,5859.182992
11.0,643,5859.844736
10.0,512,5860.374608
18.0,894,5861.302397
26.0,1051,5862.336498
5.0,449,5862.776234
36.0,1758,5864.508707
13.0,705,5865.218168
14.0,620,5865.849734
20.0,849,5866.687596
24.0,801,5867.482764
23.0,1174,5868.652514
21.0,851,5869.518067
4.0,410,5869.942713
30.0,1406,5871.38264
34.0,1502,5872.851598
31.0,1251,5874.094558
25.0,957,5875.050769
25.0,1436,5876.457766
30.0,1179,5877.624193
25.0,1174,5878.768073
31.0,1502,5880.19506
16.0,664,5880.848233
30.0,1301,5882.108361
7.0,552,5882.650885
30.0,1375,5884.053185
16.0,727,5884.787299
30.0,1299,5886.042138
14.0,671,5886.702924
21.0,954,5887.642081
26.0,1122,5888.750848
25.0,1025,5889.792614
10.0,539,5890.354648
28.0,1080,5891.467257
22.0,1001,5892.462108
28.0,1396,5893.82799
6.0,372,5894.207497
31.0,1546,5895.76385
17.0,939,5896.716061
29.0,1323,5898.017218
24.0,919,5898.908431
22.0,1030,5899.9162
16.0,829,5900.727793
31.0,1559,5902.238954
15.0,825,5903.063016
24.0,982,5904.050808
28.0,1254,5905.282209
24.0,1059,5906.34482
31.0,1455,5907.778699
26.0,1116,5908.92802
34.0,1523,5910.459959
29.0,995,5911.446457
13.0,619,5912.067754
8.0,503,5912.583465
32.0,1336,5913.866886
29.0,1196,5915.035167
7.0,533,5915.575323
28.0,1016,5916.605115
35.0,1348,5917.926137
31.0,1145,5919.070241
22.0,969,5920.090075
29.0,1188,5921.286296
16.0,909,5922.204466
8.0,430,5922.649958
25.0,979,5923.612293
5.0,355,5923.971933
5.0,404,5924.376992
30.0,1279,5925.649627
25.0,1056,5926.728599
29.0,1104,5927.83243
20.0,740,5928.578979
29.0,1256,5929.810034
14.0,901,5930.742172
17.0,873,5931.624658
7.0,392,5932.021002
24.0,1063,5933.114997
16.0,834,5933.984107
31.0,1454,5935.489963
29.0,1247,5936.709712
23.0,1187,5937.918363
16.0,658,5938.582251
23.0,1110,5939.685057
10.0,537,5940.231853
29.0,1144,5941.330483
31.0,1300,5942.573548
32.0,1193,5943.725385
34.0,1307,5945.012299
17.0,850,5945.888898
16.0,692,5946.619793
36.0,1872,5948.511212
22.0,1130,5949.622349
26.0,817,5950.441447
28.0,929,5951.357111
7.0,524,5951.856858
30.0,1363,5953.198541
12.0,722,5953.918091
36.0,1624,5955.438706
15.0,786,5956.219087
30.0,1235,5957.415226
19.0,799,5958.226624
23.0,1118,5959.337954
23.0,981,5960.355499
19.0,810,5961.161393
28.0,1135,5962.285922
24.0,1001,5963.240901
22.0,1170,5964.397824
29.0,1219,5965.576976
23.0,1020,5966.585139
36.0,1611,5968.102614
20.0,1048,5969.134439
11.0,698,5969.84613
9.0,613,5970.474557
30.0,1311,5971.736614
30.0,1102,5972.880421
34.0,1622,5974.480208
28.0,1129,5975.603959
28.0,1623,5977.259077
22.0,1028,5978.290627
15.0,992,5979.265385
8.0,645,5979.91466
4.0,490,5980.396573
22.0,1161,5981.579814
28.0,1451,5983.012102
15.0,824,5983.855648
33.0,1339,5985.202753
21.0,950,5986.175673
15.0,828,5986.999956
33.0,1832,5988.773118
44.0,1906,5990.567343
24.0,1112,5991.63622
33.0,1339,5992.921968
20.0,934,5993.84427
21.0,920,5994.7446
23.0,942,5995.675802
29.0,1332,5997.00599
12.0,659,5997.682833
17.0,771,5998.49005
33.0,1308,5999.759933
21.0,867,6000.621233
27.0,1173,6001.788707
23.0,921,6002.695604
11.0,615,6003.298104
29.0,1181,6004.486319
15.0,655,6005.160034
16.0,781,6005.941085
23.0,853,6006.800108
18.0,746,6007.530927
29.0,1479,6008.981019
9.0,728,6009.713645
25.0,967,6010.679295
35.0,1351,6012.01073
26.0,1130,6013.091034
31.0,1346,6014.370555
20.0,958,6015.301104
15.0,710,6016.012828
17.0,806,6016.820953
22.0,799,6017.613389
27.0,1356,6018.93433
13.0,618,6019.550133
26.0,1058,6020.605313
31.0,1313,6021.874766
16.0,724,6022.605841
12.0,614,6023.240412
15.0,656,6023.913156
11.0,761,6024.679176
20.0,868,6025.548955
24.0,1275,6026.795572
13.0,683,6027.48711
31.0,1229,6028.674694
6.0,412,6029.077767
23.0,1099,6030.177763
16.0,757,6030.945424
28.0,1465,6032.403564
32.0,1619,6034.0029
17.0,816,6034.849075
27.0,914,6035.760365
22.0,924,6036.729425
19.0,817,6037.546043
21.0,884,6038.415537
13.0,718,6039.110408
16.0,586,6039.692461
20.0,745,6040.42462
35.0,1659,6041.992417
34.0,1297,6043.22902
18.0,858,6044.085217
22.0,981,6045.076313
21.0,943,6046.006605
21.0,1201,6047.234085
24.0,1044,6048.275479
28.0,1119,6049.398151
14.0,579,6049.958522
28.0,1170,6051.125316
22.0,1040,6052.134362
14.0,722,6052.847022
21.0,1191,6054.019688
32.0,1413,6055.404047
10.0,708,6056.098724
28.0,1317,6057.359044
17.0,924,6058.292831
22.0,904,6059.209402
27.0,1057,6060.264587
15.0,1062,6061.37484
32.0,1153,6062.548322
25.0,1253,6063.783092
25.0,959,6064.755129
35.0,1525,6066.232033
18.0,1140,6067.341526
34.0,1263,6068.551157
21.0,1005,6069.553314
7.0,559,6070.118515
31.0,1146,6071.248315
6.0,446,6071.69443
32.0,1595,6073.314122
20.0,883,6074.202732
26.0,1134,6075.339612
16.0,923,6076.282275
13.0,817,6077.127196
22.0,960,6078.10774
13.0,611,6078.752311
16.0,836,6079.567621
14.0,736,6080.31221
26.0,1132,6081.441682
31.0,1466,6082.867208
13.0,713,6083.584938
14.0,897,6084.482425
26.0,827,6085.312228
33.0,1465,6086.77361
8.0,570,6087.343664
22.0,967,6088.309364
14.0,840,6089.15455
15.0,687,6089.845863
19.0,970,6090.786569
29.0,1022,6091.792573
26.0,1033,6092.808692
19.0,807,6093.603729
35.0,1454,6094.9779
34.0,1436,6096.395497
25.0,1006,6097.397229
19.0,862,6098.284526
27.0,890,6099.197231
15.0,641,6099.887499
10.0,516,6100.405681
29.0,1008,6101.424171
12.0,702,6102.123742
30.0,1067,6103.174663
12.0,677,6103.855417
30.0,1225,6105.046224
21.0,837,6105.868249
28.0,1151,6107.002149
21.0,937,6107.908051
19.0,962,6108.867315
20.0,853,6109.707912
34.0,1388,6111.094975
24.0,1008,6112.108687
19.0,829,6112.959879
24.0,1125,6114.050009
23.0,1197,6115.236538
19.0,834,6116.057194
29.0,1263,6117.296353
35.0,1613,6118.830067
24.0,1097,6119.90015
30.0,1342,6121.188566
27.0,982,6122.168765
31.0,1314,6123.469073
14.0,622,6124.105308
29.0,1433,6125.55652
27.0,1100,6126.632816
9.0,529,6127.164226
27.0,1089,6128.229762
16.0,663,6128.905609
15.0,662,6129.588697
20.0,967,6130.561271
15.0,916,6131.479601
19.0,729,6132.224732
32.0,1332,6133.527125
21.0,832,6134.365219
29.0,1608,6135.947598
11.0,690,6136.648476
30.0,1277,6137.922129
23.0,1049,6138.944445
26.0,1246,6140.150596
33.0,1319,6141.404054
28.0,1316,6142.686723
7.0,510,6143.206357
17.0,874,6144.073997
10.0,691,6144.764759
26.0,1221,6145.95809
29.0,1201,6147.140373
12.0,659,6147.794069
29.0,1158,6148.94114
31.0,1403,6150.334204
17.0,882,6151.236768
34.0,1566,6152.729457
25.0,1336,6154.039186
24.0,856,6154.888149
30.0,1161,6156.03976
8.0,844,6156.881171
22.0,1085,6157.967072
31.0,1247,6159.164611
35.0,1648,6160.797117
30.0,1584,6162.37611
21.0,947,6163.328055
33.0,1571,6164.838879
31.0,1443,6166.23637
20.0,915,6167.150223
8.0,712,6167.868309
7.0,387,6168.258012
18.0,916,6169.1617
9.0,494,6169.658015
24.0,1059,6170.690169
21.0,975,6171.656487
27.0,1134,6172.776338
16.0,716,6173.509309
24.0,1175,6174.696756
34.0,1309,6176.035706
20.0,1125,6177.135005
23.0,961,6178.066566
35.0,1644,6179.615735
20.0,1014,6180.629668
29.0,1243,6181.849513
6.0,449,6182.280562
13.0,669,6182.93079
32.0,1341,6184.185375
25.0,1328,6185.470145
29.0,1042,6186.5081
29.0,1239,6187.772608
51.0,1976,6189.720124
27.0,1326,6190.989274
15.0,805,6191.802266
22.0,874,6192.67619
21.0,960,6193.628569
4.0,502,6194.132622
29.0,1615,6195.661041
3.0,489,6196.14109
32.0,1345,6197.460372
15.0,790,6198.257468
17.0,605,6198.872763
13.0,770,6199.662915
8.0,451,6200.118484
7.0,497,6200.615839
29.0,1035,6201.655325
23.0,1201,6202.852164
31.0,1361,6204.178817
13.0,673,6204.848369
27.0,1393,6206.186249
32.0,1455,6207.609942
23.0,844,6208.457404
11.0,739,6209.184673
11.0,559,6209.749679
32.0,1363,6211.053703
10.0,593,6211.67167
4.0,419,6212.097385
21.0,1058,6213.185027
4.0,347,6213.53441
9.0,479,6214.034939
22.0,1027,6215.04829
6.0,556,6215.607622
4.0,419,6216.017247
24.0,1218,6217.200382
19.0,660,6217.853967
18.0,810,6218.643897
18.0,755,6219.376393
13.0,622,6219.97839
23.0,887,6220.842535
23.0,855,6221.692335
22.0,1142,6222.822305
24.0,1093,6223.925204
13.0,809,6224.77887
13.0,691,6225.493704
17.0,822,6226.336116
32.0,1306,6227.612574
23.0,939,6228.571354
31.0,1544,6230.038309
11.0,530,6230.585253
9.0,432,6231.011819
21.0,1091,6232.101187
29.0,1027,6233.108761
16.0,654,6233.767652
11.0,614,6234.395831
32.0,1803,6236.123758
7.0,360,6236.481086
5.0,497,6236.995737
12.0,559,6237.547446
24.0,969,6238.523333
16.0,890,6239.414572
41.0,1945,6241.32875
28.0,1074,6242.415064
33.0,1491,6243.899494
31.0,1305,6245.238175
27.0,1058,6246.293277
32.0,1249,6247.53515
33.0,1546,6249.085899
33.0,1317,6250.431957
14.0,728,6251.148801
12.0,733,6251.910459
40.0,1402,6253.235543
31.0,1237,6254.448862
11.0,570,6255.009349
10.0,492,6255.503551
29.0,1184,6256.655939
29.0,1467,6258.06904
31.0,1210,6259.252227
11.0,609,6259.865901
21.0,810,6260.669896
6.0,422,6261.09786
16.0,682,6261.787782
27.0,1135,6262.926555
6.0,452,6263.391949
21.0,864,6264.270953
23.0,940,6265.210977
